State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
Kerala,Ernakulam,Perumbavoor,"Bitter gourd","Bitter Gourd",FAQ,31/10/2025,4800,5800,5200
Kerala,Ernakulam,Perumbavoor,"Bottle gourd","Bottle Gourd",FAQ,31/10/2025,2200,3200,2800
Kerala,Ernakulam,Perumbavoor,"Elephant Yam (Suran)",Other,FAQ,31/10/2025,3700,4700,4000
Kerala,Ernakulam,Perumbavoor,Tomato,Tomato,FAQ,31/10/2025,2800,3800,3200
Kerala,Ernakulam,"Puthenvelikkara  VFPCK","Banana - Green","Banana - Green",FAQ,31/10/2025,3900,4100,4000
Kerala,Kannur,Taliparamba,Onion,Onion,FAQ,31/10/2025,2500,2700,2600
Kerala,Kannur,Taliparamba,Tomato,Tomato,FAQ,31/10/2025,1900,2100,2000
Kerala,Kannur,Thalasserry,Banana,Other,Large,31/10/2025,3800,4300,3900
Kerala,Kannur,Thalasserry,"Bhindi(Ladies Finger)",Other,FAQ,31/10/2025,4800,5300,5000
Kerala,Kannur,Thalasserry,Onion,"1st Sort",FAQ,31/10/2025,2000,2600,2400
Kerala,Kollam,"Kadakkal  VFPCK",Banana,Poovan,Large,31/10/2025,2300,4000,3400
Kerala,Kozhikode(Calicut),Mukkom,Apple,Other,Large,31/10/2025,12000,13000,12500
Kerala,Kozhikode(Calicut),Mukkom,Ashgourd,Other,FAQ,31/10/2025,2800,3200,3000
Kerala,Kozhikode(Calicut),Mukkom,"Bottle gourd","Bottle Gourd",FAQ,31/10/2025,4300,4700,4500
Kerala,Kozhikode(Calicut),Mukkom,"Coconut Seed",Other,FAQ,31/10/2025,7300,7700,7500
Kerala,Kozhikode(Calicut),Mukkom,Cucumbar(Kheera),Cucumbar,FAQ,31/10/2025,2000,2300,2200
Kerala,Kozhikode(Calicut),Mukkom,Orange,Other,Large,31/10/2025,5000,6000,5500
Kerala,Kozhikode(Calicut),Mukkom,Pineapple,Other,Large,31/10/2025,5500,6500,6000
Kerala,Kozhikode(Calicut),Mukkom,Potato,Other,FAQ,31/10/2025,3600,4000,3800
Kerala,Kozhikode(Calicut),Palayam,Brinjal,Other,FAQ,31/10/2025,4000,4000,4000
Kerala,Kozhikode(Calicut),Quilandy,Amaranthus,Other,FAQ,31/10/2025,3200,3500,3400
Kerala,Kozhikode(Calicut),Quilandy,Ashgourd,Other,FAQ,31/10/2025,2500,2600,2500
Kerala,Kozhikode(Calicut),Quilandy,"Banana - Green",Other,FAQ,31/10/2025,3000,3200,3000
Kerala,Kozhikode(Calicut),Quilandy,"Bitter gourd",Other,FAQ,31/10/2025,4400,4500,4400
Kerala,Kozhikode(Calicut),Quilandy,Cabbage,Other,FAQ,31/10/2025,2600,2700,2600
Kerala,Kozhikode(Calicut),Quilandy,Cauliflower,Other,FAQ,31/10/2025,5800,6000,6000
Kerala,Kozhikode(Calicut),Vengeri(Kozhikode),Amaranthus,Amaranthus,FAQ,31/10/2025,2400,2700,2700
Kerala,Kozhikode(Calicut),Vengeri(Kozhikode),Brinjal,Brinjal,FAQ,31/10/2025,4000,4300,4300
Kerala,Kozhikode(Calicut),Vengeri(Kozhikode),"French Beans (Frasbean)","French Beans (Frasbean)",FAQ,31/10/2025,6500,6800,6800
Kerala,Malappuram,Thirurrangadi,Beans,"Beans (Whole)",FAQ,31/10/2025,5000,5300,5200
Kerala,Malappuram,Thirurrangadi,Beetroot,Other,FAQ,31/10/2025,3200,3600,3500
Kerala,Malappuram,Thirurrangadi,"Bhindi(Ladies Finger)",Other,FAQ,31/10/2025,3200,3600,3500
Kerala,Malappuram,Thirurrangadi,"Bitter gourd",Other,FAQ,31/10/2025,5100,5200,5200
Kerala,Malappuram,Thirurrangadi,Cabbage,Other,FAQ,31/10/2025,2100,2100,2100
Kerala,Palakad,"Elevancheri VFPCK",Snakeguard,Snakeguard,FAQ,31/10/2025,2800,3000,2900
Kerala,Palakad,Koduvayoor,Banana,Poovan,Medium,31/10/2025,3500,3900,3700
Kerala,Palakad,Koduvayoor,Cauliflower,Other,FAQ,31/10/2025,2600,3000,2800
Kerala,Palakad,Koduvayoor,Onion,Small,FAQ,31/10/2025,4500,4900,4700
Kerala,Palakad,Koduvayoor,"Sweet Potato",Other,FAQ,31/10/2025,3400,3800,3600
Kerala,Palakad,Koduvayoor,Tomato,Other,FAQ,31/10/2025,4800,5200,5000
Kerala,Palakad,"Vaniyamkulam  VFPCK",Banana,Palayamthodan,Medium,31/10/2025,800,1000,900
Kerala,Palakad,"Vaniyamkulam  VFPCK","Bitter gourd","Bitter Gourd",FAQ,31/10/2025,4100,4300,4200
Kerala,Thiruvananthapuram,Neyyatinkara,"Bitter gourd","Bitter Gourd",FAQ,31/10/2025,6000,6500,6200
Kerala,Thiruvananthapuram,Neyyatinkara,Coriander(Leaves),Coriander,FAQ,31/10/2025,11000,16000,12000
Kerala,Thiruvananthapuram,Parassala,Banana,Rasakathai,Medium,31/10/2025,6500,6800,6500
Kerala,Thiruvananthapuram,Parassala,"Cluster beans","Cluster Beans",FAQ,31/10/2025,4000,4500,4000
Kerala,Thiruvananthapuram,Parassala,Drumstick,Drumstick,FAQ,31/10/2025,4500,5000,4500
Kerala,Thiruvananthapuram,Vamanapuram,Ashgourd,Ashgourd,FAQ,31/10/2025,2000,2500,2500
Kerala,Thiruvananthapuram,Vamanapuram,Banana,Other,Medium,31/10/2025,4500,5000,5000
Kerala,Thiruvananthapuram,Vamanapuram,Beetroot,Other,FAQ,31/10/2025,2500,3000,3000
Kerala,Thiruvananthapuram,Vamanapuram,"Bitter gourd",Other,FAQ,31/10/2025,7500,8000,8000
Kerala,Thiruvananthapuram,Vamanapuram,Carrot,Other,FAQ,31/10/2025,5500,6000,5500
Kerala,Thiruvananthapuram,Vamanapuram,Onion,Other,Non-FAQ,31/10/2025,2500,3000,2500
Kerala,Thiruvananthapuram,Vamanapuram,Tapioca,Other,FAQ,31/10/2025,3000,3500,3000
Kerala,Thiruvananthapuram,Vamanapuram,Tomato,Other,Non-FAQ,31/10/2025,3000,3500,3000
"Madhya Pradesh",Badwani,Badwani,Maize,Yellow,FAQ,31/10/2025,1600,2295,2295
"Madhya Pradesh",Badwani,Sendhwa(F&V),"Bottle gourd","Bottle Gourd",FAQ,31/10/2025,700,1100,900
"Madhya Pradesh",Badwani,Sendhwa(F&V),Cauliflower,Local,FAQ,31/10/2025,800,1400,1200
"Madhya Pradesh",Badwani,Sendhwa(F&V),Cucumbar(Kheera),Cucumbar,FAQ,31/10/2025,700,1100,800
"Madhya Pradesh",Badwani,Sendhwa(F&V),Tomato,Hybrid,Non-FAQ,31/10/2025,1000,1500,1320
"Madhya Pradesh",Chhatarpur,Chhatarpur,Soyabean,Soyabeen,Non-FAQ,31/10/2025,3985,4065,4065
"Madhya Pradesh",Damoh,Javera,Maize,Local,FAQ,31/10/2025,1200,1701,1701
"Madhya Pradesh",Dhar,Dhamnod,Cotton,"Without Ginned Cotton",FAQ,31/10/2025,6751,7200,7200
"Madhya Pradesh",Dhar,Manawar,Cotton,"Without Ginned Cotton",FAQ,31/10/2025,6900,6900,6900
"Madhya Pradesh",Dhar,Manawar,Maize,Local,FAQ,31/10/2025,1250,1250,1250
"Madhya Pradesh",Dhar,Manawar,Soyabean,Soyabeen,Non-FAQ,31/10/2025,4015,4015,4015
"Madhya Pradesh",Hoshangabad,Babai,Paddy(Dhan)(Common),Paddy,FAQ,31/10/2025,2400,2800,2800
"Madhya Pradesh",Hoshangabad,Itarsi,Paddy(Dhan)(Common),Paddy,FAQ,31/10/2025,2925,2925,2925
"Madhya Pradesh",Indore,Gautampura,Soyabean,Soyabeen,FAQ,31/10/2025,4200,4200,4200
"Madhya Pradesh",Indore,Indore,"Kabuli Chana(Chickpeas-White)","Dollar Gram",FAQ,31/10/2025,7705,9505,9505
"Madhya Pradesh",Jhabua,Petlawad,Soyabean,Yellow,FAQ,31/10/2025,4036,4036,4036
"Madhya Pradesh",Khandwa,Khandwa,Maize,Local,FAQ,31/10/2025,1025,1525,1525
"Madhya Pradesh",Khandwa,Khargone(F&V),Brinjal,"Arkasheela Mattigulla",FAQ,31/10/2025,1400,1800,1600
"Madhya Pradesh",Khandwa,Khargone(F&V),"Green Chilli","Green Chilly",FAQ,31/10/2025,1200,1800,1500
"Madhya Pradesh",Khargone,Khargone,"Bengal Gram(Gram)(Whole)",Gram,Non-FAQ,31/10/2025,5700,5700,5700
"Madhya Pradesh",Mandla,Nainpur,Maize,Yellow,FAQ,31/10/2025,1750,1800,1800
"Madhya Pradesh",Rajgarh,Jeerapur,Soyabean,Soyabeen,FAQ,31/10/2025,3950,4200,4200
"Madhya Pradesh",Rajgarh,Jeerapur,Wheat,Wheat,Non-FAQ,31/10/2025,2420,2485,2475
"Madhya Pradesh",Rajgarh,Sarangpur,Wheat,"Mill Quality",FAQ,31/10/2025,2445,2450,2450
"Madhya Pradesh",Sagar,Rahatgarh,Wheat,Wheat,Non-FAQ,31/10/2025,2400,2400,2400
"Madhya Pradesh",Sagar,Sagar,Soyabean,Soyabeen,FAQ,31/10/2025,4000,4000,4000
"Madhya Pradesh",Sehore,Sehore,Soyabean,Yellow,FAQ,31/10/2025,3600,4050,3900
"Madhya Pradesh",Sehore,Shyampur,Wheat,"Mill Quality",FAQ,31/10/2025,2400,2410,2410
"Madhya Pradesh",Shajapur,Agar,"Kabuli Chana(Chickpeas-White)","Dollar Gram",FAQ,31/10/2025,8087,8200,8200
"Madhya Pradesh",Shajapur,Agar,Maize,Local,FAQ,31/10/2025,1970,1970,1970
"Madhya Pradesh",Shajapur,Shujalpur,Onion,Red,FAQ,31/10/2025,605,640,615
"Madhya Pradesh",Shivpuri,Karera,Groundnut,"Big (With Shell)",FAQ,31/10/2025,4095,4095,4095
Maharashtra,Ahmednagar,Rahata,"Bhindi(Ladies Finger)",Other,Local,31/10/2025,1000,3000,2000
Maharashtra,Ahmednagar,Rahata,Cauliflower,Other,Local,31/10/2025,1000,1500,1200
Maharashtra,Ahmednagar,Rahata,"Little gourd (Kundru)",Other,Local,31/10/2025,1500,1500,1500
Maharashtra,Ahmednagar,Rahata,Ridgeguard(Tori),Other,Local,31/10/2025,2000,2500,2200
Maharashtra,Ahmednagar,Shrirampur,"Bottle gourd",Other,Local,31/10/2025,1000,1200,1100
Maharashtra,Ahmednagar,Shrirampur,Brinjal,Other,Local,31/10/2025,3000,4000,3500
Maharashtra,Ahmednagar,Shrirampur,Cabbage,Other,Local,31/10/2025,1200,1500,1350
Maharashtra,Ahmednagar,Shrirampur,Methi(Leaves),Other,Local,31/10/2025,15,20,17
Maharashtra,Nagpur,Kalmeshwar,Raddish,Other,Local,31/10/2025,1465,1800,1645
Maharashtra,Nagpur,Kalmeshwar,Tomato,Other,Local,31/10/2025,1540,2000,1860
Maharashtra,Pune,Pune(Khadiki),"Bhindi(Ladies Finger)",Other,Local,31/10/2025,1700,2000,1850
Maharashtra,Pune,Pune(Khadiki),"Bitter gourd",Other,Local,31/10/2025,1500,1800,1650
Maharashtra,Pune,Pune(Khadiki),"Bottle gourd",Other,Local,31/10/2025,800,1800,1600
Maharashtra,Pune,Pune(Khadiki),Carrot,Other,Local,31/10/2025,1500,1600,1550
Maharashtra,Pune,Pune(Khadiki),Coriander(Leaves),Other,Local,31/10/2025,5,6,5
Maharashtra,Pune,Pune(Khadiki),Methi(Leaves),Other,Local,31/10/2025,10,10,10
Maharashtra,Pune,Pune(Moshi),Apple,Other,Local,31/10/2025,8000,8000,8000
Maharashtra,Pune,Pune(Moshi),Chikoos(Sapota),Other,Local,31/10/2025,3000,3500,3250
Maharashtra,Pune,Pune(Moshi),Coriander(Leaves),Other,Local,31/10/2025,7,8,8
Maharashtra,Pune,Pune(Moshi),"Green Chilli",Other,Local,31/10/2025,3000,4000,3500
Maharashtra,Pune,Pune(Moshi),Orange,Other,Local,31/10/2025,6000,6000,6000
Maharashtra,Pune,Pune(Moshi),Papaya,Other,Local,31/10/2025,2000,2000,2000
Maharashtra,Pune,Pune(Moshi),Pear(Marasebu),Other,Local,31/10/2025,10000,10000,10000
Maharashtra,Pune,Pune(Moshi),Spinach,Other,Local,31/10/2025,10,15,13
Maharashtra,Pune,Pune(Moshi),Tomato,Local,Local,31/10/2025,1000,1500,1250
Maharashtra,Raigad,Alibagh,Rice,Other,Local,31/10/2025,2500,2700,2600
Maharashtra,Satara,Patan,Brinjal,Other,Local,31/10/2025,1500,2000,1750
Maharashtra,Satara,Patan,Ginger(Green),Other,Local,31/10/2025,1500,2000,1750
Maharashtra,Satara,Patan,Tomato,Other,Local,31/10/2025,950,1150,1050
Meghalaya,"East Khasi Hills",Shillong,Brinjal,Other,FAQ,31/10/2025,3500,4000,3800
Meghalaya,"East Khasi Hills",Shillong,Cauliflower,Local,FAQ,31/10/2025,4000,4500,4300
Meghalaya,"East Khasi Hills",Shillong,"Green Chilli",Other,FAQ,31/10/2025,9000,10000,9500
Nagaland,Kohima,Jalukie,"Leafy Vegetable","Leafy Vegetables",FAQ,31/10/2025,1500,2000,1800
Nagaland,Kohima,Kohima,Cabbage,Cabbage,FAQ,31/10/2025,5000,5200,5100
Nagaland,Tsemenyu,Tsemenyu,Ginger(Green),"Green Ginger",FAQ,31/10/2025,250000,300000,280000
Odisha,Cuttack,Banki,"Pointed gourd (Parval)",Other,FAQ,31/10/2025,5000,5500,5250
Odisha,Dhenkanal,Hindol,"Banana - Green",Other,FAQ,31/10/2025,2800,3000,2900
Odisha,Dhenkanal,Hindol,"Bhindi(Ladies Finger)",Bhindi,FAQ,31/10/2025,4500,5000,4800
Odisha,Dhenkanal,Hindol,Onion,Other,Non-FAQ,31/10/2025,1800,2000,1900
Odisha,Dhenkanal,Hindol,"Pointed gourd (Parval)",Other,FAQ,31/10/2025,5000,5500,5200
Odisha,Dhenkanal,Hindol,Potato,Potato,Non-FAQ,31/10/2025,2500,2800,2700
Odisha,Dhenkanal,Hindol,Tomato,Tomato,Non-FAQ,31/10/2025,3500,4000,3800
Odisha,Gajapati,Parlakhemundi,Banana,Other,Medium,31/10/2025,1800,2000,1900
Odisha,Gajapati,Parlakhemundi,Tomato,Other,FAQ,31/10/2025,3300,3500,3400
Odisha,Rayagada,Rayagada(Muniguda),Beetroot,Beetroot,FAQ,31/10/2025,10000,12000,11000
Odisha,Sundergarh,Panposh,"Bhindi(Ladies Finger)",Other,FAQ,31/10/2025,4000,4500,4200
Odisha,Sundergarh,Panposh,"Bottle gourd",Other,FAQ,31/10/2025,2000,2600,2400
Odisha,Sundergarh,Panposh,Cucumbar(Kheera),Other,FAQ,31/10/2025,3000,3500,3200
Punjab,Hoshiarpur,"Garh Shankar","Bhindi(Ladies Finger)",Bhindi,FAQ,31/10/2025,3000,3800,3500
Punjab,Hoshiarpur,"Garh Shankar",Capsicum,Capsicum,FAQ,31/10/2025,3500,5000,4000
Punjab,Hoshiarpur,"Garh Shankar",Paddy(Dhan)(Common),Other,FAQ,31/10/2025,2389,2389,2389
Punjab,Hoshiarpur,"Garh Shankar",Tomato,Deshi,Non-FAQ,31/10/2025,2000,3000,2500
Punjab,Hoshiarpur,"GarhShankar (Kotfatuhi)",Onion,Other,FAQ,31/10/2025,1100,1400,1200
Punjab,Hoshiarpur,"GarhShankar (Kotfatuhi)",Paddy(Dhan)(Common),Paddy,FAQ,31/10/2025,2389,2389,2389
Punjab,Hoshiarpur,"GarhShankar (Kotfatuhi)",Potato,Other,FAQ,31/10/2025,1000,1200,1100
Punjab,Hoshiarpur,"Garhshankar(Saila Khurd)",Paddy(Dhan)(Common),Other,FAQ,31/10/2025,2389,2389,2389
Punjab,Hoshiarpur,Mukerian(Talwara),Cauliflower,Cauliflower,FAQ,31/10/2025,5000,7000,6000
Punjab,Hoshiarpur,Mukerian(Talwara),Pumpkin,Pumpkin,FAQ,31/10/2025,1800,2200,2000
Punjab,Hoshiarpur,Mukerian(Talwara),Spinach,Spinach,FAQ,31/10/2025,4000,6000,5000
Punjab,Jalandhar,Bilga,Garlic,Average,FAQ,31/10/2025,7800,8000,7900
Punjab,Jalandhar,Bilga,Tomato,Other,FAQ,31/10/2025,3800,4000,3900
Punjab,Jalandhar,"Bilga (Talwan )","Bitter gourd",Other,FAQ,31/10/2025,1800,2000,1900
Punjab,Jalandhar,"Bilga (Talwan )","Bottle gourd",Other,FAQ,31/10/2025,1800,2000,1900
Punjab,Jalandhar,Mehatpur,Brinjal,Other,FAQ,31/10/2025,2000,2000,2000
Punjab,Jalandhar,Mehatpur,Cauliflower,Other,FAQ,31/10/2025,5000,5000,5000
Punjab,Ludhiana,"Ludhiana(Mandi gill Road)",Paddy(Dhan)(Common),Other,FAQ,31/10/2025,2389,2389,2389
Punjab,Ludhiana,"Ludhiana(Salem Tabri)",Paddy(Dhan)(Common),Other,FAQ,31/10/2025,2389,2389,2389
Punjab,Moga,"Kot ise Khan","Season Leaves",Other,FAQ,31/10/2025,800,1000,900
Punjab,Mohali,Lalru,"Bottle gourd",Other,FAQ,31/10/2025,3500,3500,3500
Punjab,Mohali,Lalru,Cucumbar(Kheera),Other,FAQ,31/10/2025,2500,2500,2500
Punjab,Mohali,Lalru,Ginger(Green),"Green Ginger",FAQ,31/10/2025,5600,6500,6500
Punjab,Nawanshahr,Banga,Apple,Apple,Medium,31/10/2025,3080,4709,3945
Punjab,Nawanshahr,Banga,Cabbage,Cabbage,FAQ,31/10/2025,900,3372,2800
Punjab,Nawanshahr,Banga,Ginger(Green),"Green Ginger",FAQ,31/10/2025,4500,7000,6755
Punjab,Nawanshahr,Banga,Raddish,Other,FAQ,31/10/2025,856,1200,1200
Punjab,Nawanshahr,Banga,Tomato,Other,Non-FAQ,31/10/2025,1800,2625,2086
Punjab,Tarntaran,Patti,Cauliflower,Other,FAQ,31/10/2025,2000,2400,2200
Rajasthan,Chittorgarh,Kapasan,Wheat,Lokwan,FAQ,31/10/2025,2350,2550,2450
Rajasthan,Ganganagar,"Sriganganagar (F&V)",Onion,Other,FAQ,31/10/2025,1200,1600,1400
Rajasthan,Ganganagar,"Sriganganagar (F&V)",Orange,Other,Medium,31/10/2025,6300,6700,6500
Rajasthan,Ganganagar,"Sriganganagar (F&V)",Potato,Other,FAQ,31/10/2025,800,1200,1000
Rajasthan,Ganganagar,"Sriganganagar (F&V)",Pumpkin,Pumpkin,FAQ,31/10/2025,1300,1700,1500
Rajasthan,Ganganagar,"Sriganganagar (F&V)","Water Melon",Other,Medium,31/10/2025,3300,3700,3500
Rajasthan,Ganganagar,Suratgarh,Guar,Other,FAQ,31/10/2025,3811,4479,4418
Rajasthan,Ganganagar,Suratgarh,"Moath Dal","Moath (W)",FAQ,31/10/2025,3685,3802,3790
Rajasthan,Hanumangarh,Rawatsar,Wheat,Other,FAQ,31/10/2025,2615,2615,2615
Rajasthan,"Jaipur Rural",Bassi,"Bajra(Pearl Millet/Cumbu)",Other,Non-FAQ,31/10/2025,2150,0,2480
"Tamil Nadu",Ariyalur,"Ariyalur(Uzhavar Sandhai)",Beans,"Beans (Whole)",Local,31/10/2025,7000,7600,7600
"Tamil Nadu",Ariyalur,"Ariyalur(Uzhavar Sandhai)","Bottle gourd","Bottle Gourd",Local,31/10/2025,1600,2000,2000
"Tamil Nadu",Ariyalur,"Ariyalur(Uzhavar Sandhai)",Cabbage,Cabbage,Local,31/10/2025,2600,3000,3000
"Tamil Nadu",Ariyalur,"Ariyalur(Uzhavar Sandhai)",Onion,Bellary,Local,31/10/2025,2500,3000,3000
"Tamil Nadu",Ariyalur,"Ariyalur(Uzhavar Sandhai)","Onion Green","Onion Green",Local,31/10/2025,4400,5000,5000
"Tamil Nadu",Ariyalur,"Jeyankondam (Uzhavar Sandhai )",Amaranthus,Amaranthus,Local,31/10/2025,3000,3000,3000
"Tamil Nadu",Ariyalur,"Jeyankondam (Uzhavar Sandhai )",Banana,Besrai,Local,31/10/2025,5100,5600,5600
"Tamil Nadu",Ariyalur,"Jeyankondam (Uzhavar Sandhai )",Beetroot,Beetroot,Local,31/10/2025,4500,4800,4800
"Tamil Nadu",Ariyalur,"Jeyankondam (Uzhavar Sandhai )",Brinjal,Round,Local,31/10/2025,4500,4800,4800
"Tamil Nadu",Ariyalur,"Jeyankondam (Uzhavar Sandhai )",Pumpkin,Pumpkin,Local,31/10/2025,1600,2000,2000
"Tamil Nadu",Chengalpattu,"Chengalpet(Uzhavar Sandhai )","Bhindi(Ladies Finger)",Bhindi,Local,31/10/2025,4500,5000,5000
"Tamil Nadu",Chengalpattu,"Chengalpet(Uzhavar Sandhai )","Bottle gourd","Bottle Gourd",Local,31/10/2025,3000,4000,4000
"Tamil Nadu",Chengalpattu,"Chengalpet(Uzhavar Sandhai )",Brinjal,Round,Local,31/10/2025,2500,3500,3500
"Tamil Nadu",Chengalpattu,"Chengalpet(Uzhavar Sandhai )",Onion,Bellary,Local,31/10/2025,3000,3500,3500
"Tamil Nadu",Chengalpattu,"Chengalpet(Uzhavar Sandhai )",Ridgeguard(Tori),Ridgeguard(Tori),Local,31/10/2025,3000,3500,3500
"Tamil Nadu",Chengalpattu,"Chengalpet(Uzhavar Sandhai )",Tomato,Deshi,Local,31/10/2025,2000,3500,3500
"Tamil Nadu",Chengalpattu,"Chengalpet(Uzhavar Sandhai )","Yam (Ratalu)","Yam (Ratalu)",Local,31/10/2025,4000,4300,4300
"Tamil Nadu",Chengalpattu,"Guduvancheri(Uzhavar Sandhai )",Apple,American,Local,31/10/2025,14000,15000,15000
"Tamil Nadu",Chengalpattu,"Guduvancheri(Uzhavar Sandhai )","Banana - Green","Banana - Green",Local,31/10/2025,2000,2500,2500
"Tamil Nadu",Chengalpattu,"Guduvancheri(Uzhavar Sandhai )",Carrot,Pusakesar,Local,31/10/2025,3500,4000,4000
"Tamil Nadu",Chengalpattu,"Guduvancheri(Uzhavar Sandhai )","Green Chilli","Green Chilly",Local,31/10/2025,4000,4500,4500
"Tamil Nadu",Chengalpattu,"Guduvancheri(Uzhavar Sandhai )","Onion Green","Onion Green",Local,31/10/2025,6500,7000,7000
"Tamil Nadu",Chengalpattu,"Guduvancheri(Uzhavar Sandhai )","Tender Coconut","Tender Coconut",Local,31/10/2025,3500,4500,4500
"Tamil Nadu",Chengalpattu,"Jameenrayapettai(Uzhavar Sandhai )","Bottle gourd","Bottle Gourd",Local,31/10/2025,3500,4000,4000
"Tamil Nadu",Chengalpattu,"Jameenrayapettai(Uzhavar Sandhai )","Chow Chow","Chow Chow",Local,31/10/2025,3500,4000,4000
"Tamil Nadu",Chengalpattu,"Jameenrayapettai(Uzhavar Sandhai )",Coconut,Coconut,Local,31/10/2025,7000,8000,8000
"Tamil Nadu",Chengalpattu,"Jameenrayapettai(Uzhavar Sandhai )",Drumstick,Drumstick,Local,31/10/2025,7000,8000,8000
"Tamil Nadu",Chengalpattu,"Jameenrayapettai(Uzhavar Sandhai )","Green Avare (W)","Avare (W)",Local,31/10/2025,10000,12000,12000
"Tamil Nadu",Chengalpattu,"Jameenrayapettai(Uzhavar Sandhai )","Green Chilli","Green Chilly",Local,31/10/2025,5000,6000,6000
"Tamil Nadu",Chengalpattu,"Jameenrayapettai(Uzhavar Sandhai )",Guava,"Guava Alahabad",Local,31/10/2025,6000,7000,7000
"Tamil Nadu",Chengalpattu,"Jameenrayapettai(Uzhavar Sandhai )",Onion,Bellary,Local,31/10/2025,3000,3500,3500
"Tamil Nadu",Chengalpattu,"Madhuranthagam(Uzhavar Sandhai )","Bitter gourd","Bitter Gourd",Local,31/10/2025,4000,5000,5000
"Tamil Nadu",Chengalpattu,"Madhuranthagam(Uzhavar Sandhai )",Drumstick,Drumstick,Local,31/10/2025,5000,6000,6000
"Tamil Nadu",Chengalpattu,"Madhuranthagam(Uzhavar Sandhai )","Green Avare (W)","Avare (W)",Local,31/10/2025,5500,7000,7000
"Tamil Nadu",Chengalpattu,"Madhuranthagam(Uzhavar Sandhai )","Green Chilli","Green Chilly",Local,31/10/2025,5000,6000,6000
"Tamil Nadu",Chengalpattu,"Madhuranthagam(Uzhavar Sandhai )",Tomato,Deshi,Local,31/10/2025,2000,2500,2500
"Tamil Nadu",Chengalpattu,"Medavakkam(Uzhavar Sandhai )",Coriander(Leaves),"I Sort",Local,31/10/2025,3500,4000,4000
"Tamil Nadu",Chengalpattu,"Nanganallur(Uzhavar Sandhai )",Amaranthus,Amaranthus,Local,31/10/2025,2000,3000,3000
"Tamil Nadu",Chengalpattu,"Nanganallur(Uzhavar Sandhai )",Beans,"Beans (Whole)",Local,31/10/2025,9500,10500,10500
"Tamil Nadu",Chengalpattu,"Nanganallur(Uzhavar Sandhai )",Drumstick,Drumstick,Local,31/10/2025,7500,8500,8500
"Tamil Nadu",Chengalpattu,"Nanganallur(Uzhavar Sandhai )","Knool Khol","Knool Khol",Local,31/10/2025,7500,8500,8500
"Tamil Nadu",Chengalpattu,"Nanganallur(Uzhavar Sandhai )",Lemon,Lemon,Local,31/10/2025,6000,7000,7000
"Tamil Nadu",Chengalpattu,"Nanganallur(Uzhavar Sandhai )",Pumpkin,Pumpkin,Local,31/10/2025,3000,4000,4000
"Tamil Nadu",Chengalpattu,"Nanganallur(Uzhavar Sandhai )",Snakeguard,Snakeguard,Local,31/10/2025,3000,4000,4000
"Tamil Nadu",Chengalpattu,"Pallavaram(Uzhavar Sandhai )",Beetroot,Beetroot,Local,31/10/2025,4000,5000,5000
"Tamil Nadu",Chengalpattu,"Pallavaram(Uzhavar Sandhai )",Cabbage,Cabbage,Local,31/10/2025,2500,3000,3000
"Tamil Nadu",Chengalpattu,"Pallavaram(Uzhavar Sandhai )",Cucumbar(Kheera),Cucumbar,Local,31/10/2025,3500,4000,4000
"Tamil Nadu",Chengalpattu,"Pallavaram(Uzhavar Sandhai )","Green Chilli","Green Chilly",Local,31/10/2025,5000,6000,6000
"Tamil Nadu",Chengalpattu,"Pallavaram(Uzhavar Sandhai )",Mint(Pudina),Mint(Pudina),Local,31/10/2025,2500,3000,3000
"Tamil Nadu",Chengalpattu,"Pallavaram(Uzhavar Sandhai )",Pumpkin,Pumpkin,Local,31/10/2025,2000,2500,2500
"Tamil Nadu",Chengalpattu,"Pallavaram(Uzhavar Sandhai )",Thondekai,Thondekai,Local,31/10/2025,7000,8000,8000
"Tamil Nadu",Chengalpattu,"Thirukalukundram(Uzhavar Sandhai )","Bitter gourd","Bitter Gourd",Local,31/10/2025,6000,7000,7000
"Tamil Nadu",Chengalpattu,"Thirukalukundram(Uzhavar Sandhai )","Bottle gourd","Bottle Gourd",Local,31/10/2025,3000,3500,3500
"Tamil Nadu",Chengalpattu,"Thirukalukundram(Uzhavar Sandhai )",Brinjal,Round,Local,31/10/2025,4000,4500,4500
"Tamil Nadu",Chengalpattu,"Thirukalukundram(Uzhavar Sandhai )","Cluster beans","Cluster Beans",Local,31/10/2025,5000,6000,6000
"Tamil Nadu",Chengalpattu,"Thirukalukundram(Uzhavar Sandhai )","Green Avare (W)","Avare (W)",Local,31/10/2025,7000,8000,8000
"Tamil Nadu",Chengalpattu,"Thirukalukundram(Uzhavar Sandhai )",Onion,Bellary,Local,31/10/2025,3000,4000,4000
"Tamil Nadu",Chengalpattu,"Thirukalukundram(Uzhavar Sandhai )",Tomato,Deshi,Local,31/10/2025,4000,5000,5000
"Tamil Nadu",Coimbatore,"Kurichi(Uzhavar Sandhai )",Ridgeguard(Tori),Ridgeguard(Tori),Local,31/10/2025,4000,4500,4500
"Tamil Nadu",Coimbatore,"Mettupalayam(Uzhavar Sandhai )",Ashgourd,Gouard,Local,31/10/2025,2500,3000,3000
"Tamil Nadu",Coimbatore,"Mettupalayam(Uzhavar Sandhai )","Cluster beans","Cluster Beans",Local,31/10/2025,5000,5500,5500
